sp,seed_source,id,trt,block,seedling,date_1,month_1,ht_1,rcd_1,notes_1,date_2,month_2,ht_2,rcd_2,root_2,shoot_2,rootshoot_2,notes_2,date_3,month_3,ht_3,rcd_3,root_3,shoot_3,rootshoot_3,mdwp_3,pdwp_3,notes_3,date_4,month_4,ht_4,rcd_4,root_4,shoot_4,rootshoot_4,mdwp_4,pdwp_4,100mdwp_4,100pdwp_4,notes_4,date_5,month_5,ht_5,rcd_5,notes_5
pipo,pipo,840,d,6,1,5/15/2022,May,12.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.9,8.7,
pipo,pipo,x,d,6,2,5/15/2022,May,17.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.7,8.7,
pipo,pipo,841,d,6,3,5/15/2022,May,15.7,4,,,,,,,,,,,,,,,,,,,,12/8/2022,December,30.7,10.4,22.941,27.905,0.822110733,,-1.05,-1.25,-1.21,,12/12/2022,December,x,x,
pipo,pipo,842,d,6,4,5/15/2022,May,11.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.3,8.6,
pipo,pipo,843,d,6,5,5/15/2022,May,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.5,7.8,
pipo,pipo,844,d,6,6,5/15/2022,May,11.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.3,8.7,
pipo,pipo,845,d,6,7,5/15/2022,May,16.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.8,8,
pipo,pipo,846,d,6,8,5/15/2022,May,12.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.8,8.2,
pipo,pipo,847,d,6,9,5/15/2022,May,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.3,8,
pipo,pipo,848,d,6,10,5/15/2022,May,13.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.9,8.5,
pipo,pipo,849,d,6,11,5/15/2022,May,14.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.6,9,
pipo,pipo,850,d,6,12,5/15/2022,May,11,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.3,7.8,
pipo,pipo,851,d,6,13,5/15/2022,May,11.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.5,7.9,
pipo,pipo,x,d,6,14,5/15/2022,May,14.5,4.5,,,,,,,,,,9/2/2022,Aug/Sept,27.3,7.47,11.375,19.184,0.592942035,-1.36,-0.32,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,852,d,6,15,5/15/2022,May,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.4,7.7,
pipo,pipo,853,d,6,16,5/15/2022,May,14.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.1,8.4,
pipo,pipo,854,d,7,1,5/15/2022,May,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.5,8.6,
pipo,pipo,855,d,7,2,5/15/2022,May,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.3,7.2,
pipo,pipo,856,d,7,3,5/15/2022,May,11.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.7,7.9,
pipo,pipo,857,d,7,4,5/15/2022,May,12.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.9,9.4,
pipo,pipo,858,d,7,5,5/15/2022,May,16.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35.8,9.3,
pipo,pipo,859,d,7,6,5/15/2022,May,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.6,6.2,
pipo,pipo,860,d,7,7,5/15/2022,May,11.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.9,8,
pipo,pipo,861,d,7,8,5/15/2022,May,12.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.4,7.4,
pipo,pipo,862,d,7,9,5/15/2022,May,16.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.6,9.6,
pipo,pipo,863,d,7,10,5/15/2022,May,12.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.7,8.8,
pipo,pipo,864,d,7,11,5/15/2022,May,10.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22,6,
pipo,pipo,865,d,7,12,5/15/2022,May,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.2,6.7,
pipo,pipo,866,d,7,13,5/15/2022,May,11.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.3,7.3,
pipo,pipo,867,d,7,14,5/15/2022,May,15.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.1,8.4,
pipo,pipo,868,d,7,15,5/15/2022,May,14.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.8,9.6,
pipo,pipo,x,d,7,16,5/15/2022,May,15.1,4,,6/24/2022,June,21.7,5,9.667,12.035,0.803240548,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,869,d,8,1,5/15/2022,May,19.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35,9.6,
pipo,pipo,870,d,8,2,5/15/2022,May,11.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.6,7.9,
pipo,pipo,871,d,8,3,5/15/2022,May,11.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.2,7.5,multiple leaders
pipo,pipo,872,d,8,4,5/15/2022,May,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.9,7.8,
pipo,pipo,873,d,8,5,5/15/2022,May,10,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.3,6.4,
pipo,pipo,874,d,8,6,5/15/2022,May,10.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19,7.1,
pipo,pipo,875,d,8,7,5/15/2022,May,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.2,7.5,
pipo,pipo,876,d,8,8,5/15/2022,May,10.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.8,5.8,
pipo,pipo,877,d,8,9,5/15/2022,May,16.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.5,8.6,
pipo,pipo,x,d,8,10,5/15/2022,May,13.3,4,,6/24/2022,June,15,5,9.91,10.702,0.925995141,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,878,d,8,11,5/15/2022,May,18.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.9,8.8,
pipo,pipo,879,d,8,12,5/15/2022,May,15.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.6,7.6,
pipo,pipo,880,d,8,13,5/15/2022,May,14.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.3,8.5,
pipo,pipo,881,d,8,14,5/15/2022,May,16.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.6,9.2,
pipo,pipo,x,d,8,15,5/15/2022,May,15,3.5,,,,,,,,,,,,,,,,,,,,12/8/2022,December,27.3,7.67,17.54,21.216,0.82673454,,-1.19,-1.2,-0.84,,12/12/2022,December,x,x,
pipo,pipo,882,d,8,16,5/15/2022,May,15.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.5,7.3,
pipo,pipo,883,d,9,1,5/15/2022,May,16.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.8,8.4,
pipo,pipo,884,d,9,2,5/15/2022,May,16.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.8,8.3,
pipo,pipo,885,d,9,3,5/15/2022,May,13.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.6,8,
pipo,pipo,886,d,9,4,5/15/2022,May,14.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.2,7.5,
pipo,pipo,887,d,9,5,5/15/2022,May,16.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.2,8.2,
pipo,pipo,x,d,9,6,5/15/2022,May,12.3,4,,,,,,,,,,,,,,,,,,,,12/8/2022,December,21.2,7.56,13.07,16.313,0.801201496,,-1.15,-0.84,-1.38,,12/12/2022,December,x,x,
pipo,pipo,888,d,9,7,5/15/2022,May,12.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.9,7.6,
pipo,pipo,889,d,9,8,5/15/2022,May,13.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.8,7.8,
pipo,pipo,x,d,9,9,5/15/2022,May,16.3,4,,,,,,,,,,9/2/2022,Aug/Sept,35.5,8.78,12.793,22.859,0.559648279,-1.87,-0.65,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,890,d,9,10,5/15/2022,May,11.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.3,9.2,
pipo,pipo,891,d,9,11,5/15/2022,May,10.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.8,9,
pipo,pipo,892,d,9,12,5/15/2022,May,15.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.5,6.5,
pipo,pipo,893,d,9,13,5/15/2022,May,17.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.4,8.4,
pipo,pipo,894,d,9,14,5/15/2022,May,14.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.1,7.9,
pipo,pipo,895,d,9,15,5/15/2022,May,12.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.7,6.8,
pipo,pipo,896,d,9,16,5/15/2022,May,13.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26,7.5,
pipo,pipo,897,d,10,1,5/15/2022,May,9.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.9,8,
pipo,pipo,898,d,10,2,5/15/2022,May,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.2,7.5,mult. Leaders
pipo,pipo,899,d,10,3,5/15/2022,May,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.7,9.3,
pipo,pipo,900,d,10,4,5/15/2022,May,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.6,8.1,
pipo,pipo,901,d,10,5,5/15/2022,May,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.5,7.9,
pipo,pipo,902,d,10,6,5/15/2022,May,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.9,8.4,
pipo,pipo,903,d,10,7,5/15/2022,May,13.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.8,9,
pipo,pipo,904,d,10,8,5/15/2022,May,12.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.2,9,
pipo,pipo,905,d,10,9,5/15/2022,May,15.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.9,9.8,
pipo,pipo,906,d,10,10,5/15/2022,May,10.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.3,8.3,
pipo,pipo,x,d,10,11,5/15/2022,May,10.5,4,,,,,,,,,,9/2/2022,Aug/Sept,22.5,8.04,13.22,18.209,0.726014608,-0.99,-0.28,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,x,d,10,12,5/15/2022,May,11.1,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,25.7,6.8,13.352,19.313,0.691347797,,-1.18,-1.19,-0.72,,12/12/2022,December,x,x,
pipo,pipo,907,d,10,13,5/15/2022,May,11.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.9,7.3,
pipo,pipo,908,d,10,14,5/15/2022,May,17.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,34.2,9,
pipo,pipo,909,d,10,15,5/15/2022,May,17,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,37.8,8.1,
pipo,pipo,910,d,10,16,5/15/2022,May,11,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.6,6.5,
pipo,pipo,911,d,11,1,5/15/2022,May,15.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.1,7.4,
pipo,pipo,912,d,11,2,5/15/2022,May,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,27.2,8.6,
pipo,pipo,913,d,11,3,5/15/2022,May,16,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.2,7.8,
pipo,pipo,914,d,11,4,5/15/2022,May,13.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.6,9,
pipo,pipo,915,d,11,5,5/15/2022,May,15.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.2,9.2,
pipo,pipo,916,d,11,6,5/15/2022,May,17,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.6,7.9,
pipo,pipo,917,d,11,7,5/15/2022,May,16,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.9,7.4,
pipo,pipo,918,d,11,8,5/15/2022,May,12.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.8,7.2,
pipo,pipo,919,d,11,9,5/15/2022,May,14.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.9,6.9,
pipo,pipo,920,d,11,10,5/15/2022,May,17.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.2,7.8,
pipo,pipo,x,d,11,11,5/15/2022,May,15.1,3.5,,,,,,,,,,,,,,,,,,,,12/8/2022,December,24.8,7.69,15.976,17.071,0.93585613,,-1.51,-0.88,-0.97,,12/12/2022,December,x,X,
pipo,pipo,921,d,11,12,5/15/2022,May,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.8,7.3,
pipo,pipo,922,d,11,13,5/15/2022,May,20.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.7,10,
pipo,pipo,923,d,11,14,5/15/2022,May,21.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,35.1,8.3,
pipo,pipo,x,d,11,15,5/15/2022,May,14.8,4,,,,,,,,,,9/2/2022,Aug/Sept,23,7.7,14.258,19.414,0.734418461,-1.96,-0.36,,,,,,,,,,,,,,12/12/2022,December,x,X,
pipo,pipo,924,d,11,16,5/15/2022,May,17.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.3,8.4,
pipo,pipo,925,d,12,1,5/15/2022,May,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.6,10.5,
pipo,pipo,926,d,12,2,5/15/2022,May,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.9,7.8,
pipo,pipo,927,d,12,3,5/15/2022,May,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30,10,
pipo,pipo,928,d,12,4,5/15/2022,May,16.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.6,9.4,
pipo,pipo,929,d,12,5,5/15/2022,May,13.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,31.3,9.2,
pipo,pipo,930,d,12,6,5/15/2022,May,12.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.2,8.2,
pipo,pipo,931,d,12,7,5/15/2022,May,12.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,28.3,7.9,
pipo,pipo,932,d,12,8,5/15/2022,May,13.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.6,8.6,
pipo,pipo,933,d,12,9,5/15/2022,May,13.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.1,7.1,
pipo,pipo,x,d,12,10,5/15/2022,May,11,3.5,,6/24/2022,June,15.9,4,9.779,10.274,0.951820128,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pipo,pipo,934,d,12,11,5/15/2022,May,15.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,33.6,9,
pipo,pipo,935,d,12,12,5/15/2022,May,12.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.8,6.1,
pipo,pipo,936,d,12,13,5/15/2022,May,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25,9.8,
pipo,pipo,937,d,12,14,5/15/2022,May,17.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.3,8.9,
pipo,pipo,938,d,12,15,5/15/2022,May,17.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,29.8,8.2,
pipo,pipo,939,d,12,16,5/15/2022,May,15.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,32.9,7.3,
laoc,um,x,c,1,1,5/15/2022,May,23.5,2.5,,,,,,,,,,,,,,,,,,,,12/8/2022,December,62.3,7.06,14.35,15.821,0.907022312,-1.13,-0.73,,-0.69,,12/12/2022,December,x,x,
laoc,um,340,c,1,2,5/15/2022,May,18.7,2.5,,,,,,,,,,8/30/2022,Aug/Sept,67.7,5.39,,,,,,,,,,,,,,,,,,,12/12/2022,December,68.8,5.63,
laoc,um,341,c,1,3,5/15/2022,May,32,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,93,7.31,
laoc,um,342,c,1,4,5/15/2022,May,27.2,3,,,,,,,,,,8/30/2022,Aug/Sept,78,7.03,,,,,,,,,,,,,,,,,,,12/12/2022,December,83.2,7.22,
laoc,um,343,c,1,5,5/15/2022,May,30.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,72.2,6.2,
laoc,um,344,c,1,6,5/15/2022,May,27.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,81.8,6.47,
laoc,um,345,c,1,7,5/15/2022,May,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,77.4,9.61,
laoc,um,346,c,1,8,5/15/2022,May,22.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,78,7.14,
laoc,um,347,c,1,9,5/15/2022,May,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,71,7.17,
laoc,um,348,c,1,10,5/15/2022,May,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,66,6.36,
laoc,um,349,c,1,11,5/15/2022,May,33.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,90.2,8.12,
laoc,um,x,c,1,12,5/15/2022,May,25.1,2.5,,,,,,,,,,,,,,,,,,,,12/8/2022,December,66.1,5.54,15.164,15.204,0.997369113,-1.02,-0.77,,-0.45,,12/12/2022,December,x,x,
laoc,um,350,c,1,13,5/15/2022,May,20.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,61.6,7.22,
laoc,um,351,c,1,14,5/15/2022,May,25.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,69,5.8,
laoc,um,352,c,1,15,5/15/2022,May,35.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,79.4,8.18,damage on bole
laoc,um,353,c,1,16,5/15/2022,May,27.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,70.8,6.93,
laoc,um,354,c,2,1,5/15/2022,May,41.3,3,,,,,,,,,,8/30/2022,Aug/Sept,60,6.6,,,,,,,,,,,,,,,,,,,12/12/2022,December,62,6.71,
laoc,um,355,c,2,2,5/15/2022,May,38.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,56.7,7.74,
laoc,um,356,c,2,3,5/15/2022,May,34.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,56.6,6.93,
laoc,um,357,c,2,4,5/15/2022,May,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,56.3,6.7,
laoc,um,x,c,2,5,5/15/2022,May,46,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
laoc,um,358,c,2,6,5/15/2022,May,39,4,,,,,,,,,,8/30/2022,Aug/Sept,60.5,7.06,,,,,,,,,,,,,,,,,,,12/12/2022,December,61.2,6.78,
laoc,um,359,c,2,7,5/15/2022,May,38.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,53.5,6.53,
laoc,um,360,c,2,8,5/15/2022,May,32.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,57.5,5.08,
laoc,um,361,c,2,9,5/15/2022,May,35.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,61.2,6.75,
laoc,um,362,c,2,10,5/15/2022,May,41.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,69,6.36,
laoc,um,x,c,2,11,5/15/2022,May,40.8,5,,,,,,,,,,,,,,,,,,,,12/8/2022,December,64.5,8.14,17.493,14.816,1.180683045,-0.98,-0.73,,-0.32,,12/12/2022,December,x,x,
laoc,um,363,c,2,12,5/15/2022,May,44.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,69.1,7.13,
laoc,um,364,c,2,13,5/15/2022,May,35.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,61.7,8.35,
laoc,um,365,c,2,14,5/15/2022,May,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,63.5,6.05,
laoc,um,366,c,2,15,5/15/2022,May,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,55.1,6.02,
laoc,um,367,c,2,16,5/15/2022,May,35.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,47.5,6.7,
laoc,um,368,c,3,1,5/15/2022,May,25.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,40.3,4.6,
laoc,um,369,c,3,2,5/15/2022,May,19.5,4,,,,,,,,,,8/30/2022,Aug/Sept,44.8,6.15,,,,,,,,,,,,,,,,,,,12/12/2022,December,45.2,7.29,
laoc,um,370,c,3,3,5/15/2022,May,20.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,45.6,6.82,
laoc,um,x,c,3,4,5/15/2022,May,32.5,4,,,,,,,,,,,,,,,,,,,,12/8/2022,December,54.6,6.39,15.832,13.69,1.156464573,-1.39,-0.73,,-0.69,,12/12/2022,December,x,x,
laoc,um,371,c,3,5,5/15/2022,May,26.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,59.1,6.38,
laoc,um,372,c,3,6,5/15/2022,May,32.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,66.7,5.76,
laoc,um,373,c,3,7,5/15/2022,May,22.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,56.1,6.26,
laoc,um,374,c,3,8,5/15/2022,May,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,51.6,5.68,
laoc,um,375,c,3,9,5/15/2022,May,37,4,,6/24/2022,June,44,5,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,56.6,6.73,
laoc,um,376,c,3,10,5/15/2022,May,21.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,67.1,7.96,
laoc,um,377,c,3,11,5/15/2022,May,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,61.4,6.7,
laoc,um,378,c,3,12,5/15/2022,May,28.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,63.5,6.42,
laoc,um,379,c,3,13,5/15/2022,May,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,46.5,5.57,
laoc,um,380,c,3,14,5/15/2022,May,39.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,55.6,7.17,
laoc,um,381,c,3,15,5/15/2022,May,30.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,49.4,5.15,
laoc,um,382,c,3,16,5/15/2022,May,32.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,59.5,6.7,
laoc,um,383,c,4,1,5/15/2022,May,27.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,58.8,6.25,
laoc,um,384,c,4,2,5/15/2022,May,26.5,3,,6/24/2022,June,31.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,58.5,6.03,
laoc,um,385,c,4,3,5/15/2022,May,33.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,51.5,4.79,
laoc,um,386,c,4,4,5/15/2022,May,29.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,60.7,5.43,
laoc,um,387,c,4,5,5/15/2022,May,33.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,62.7,6.34,
laoc,um,388,c,4,6,5/15/2022,May,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,66.6,6.07,
